Intercept;Maximum_height;Leaf_area;Anemochoric;Zoochoric;Climax;Early_secondary;Late_secondary;Central_sa;Eastern_sa;Local_endemic;Neotropical;Pantropical;Regional_endemic;Sa;Southern_sa;Seed_length;Wood_density;Leaf_type
1;11.6;2.005322549;1;0;0;1;0;0;0;0;0;0;1;0;0;0.338476415;0.443837648;1
1;20;0.602705343;1;0;0;1;0;0;1;0;0;0;0;0;0;0.079217436;0.874333333;1
1;10.8;1.115851535;1;0;0;1;0;0;0;0;0;0;1;0;0;0.1602734;0.9188;1
1;16.6;0.561607862;1;0;0;1;0;0;0;0;0;0;0;1;0;0.1602734;0.683333333;1
1;16;0.534974623;1;0;0;1;0;0;1;0;0;0;0;0;0;0.278776458;0.753625;1
1;25;-0.101665064;1;0;0;1;0;0;1;0;0;0;0;0;0;0.049256797;0.741333333;1
1;21.5;-0.180630833;1;0;0;0;1;0;1;0;0;0;0;0;0;-0.022230682;0.5955;1
1;18;1.232549143;0;1;0;1;0;0;0;0;0;0;1;0;0;0.049256797;0.52;0
1;12.591;1.664157987;0;1;0;0;1;0;1;0;0;0;0;0;0;-0.229074385;0.446333333;0
1;9;1.382051391;0;1;0;1;0;0;1;0;0;0;0;0;0;-0.067983094;0.46475;0
1;10;1.830848985;0;1;0;0;1;0;0;1;0;0;0;0;0;-0.067983094;0.46475;0
1;21;1.520175094;1;0;0;1;0;0;1;0;0;0;0;0;0;-0.193074223;0.685;0
1;18.724;0.98322597;1;0;0;1;0;0;1;0;0;0;0;0;0;-0.193074223;0.83;0
1;15;1.94041286;0;1;0;1;0;0;0;0;0;0;0;1;0;-0.292344676;0.4667;0
1;7;1.988336412;0;1;0;0;1;0;0;1;0;0;0;0;0;-0.292344676;0.435455556;0
1;30;1.384247931;1;0;0;1;0;0;0;0;0;0;0;1;0;-0.076963331;0.681857143;1
1;25.196;0.653763293;1;0;0;0;1;0;0;0;1;0;0;0;0;-1.321481621;0.160333333;1
1;18.2;0.673241132;1;0;0;1;0;0;0;0;0;0;0;1;0;-0.154839922;0.621;1
1;21.2;0.724393654;0;1;0;1;0;0;0;0;0;0;0;1;0;0.125513796;0.52541704;1
1;20.8;1.343594824;0;1;1;0;0;0;0;0;0;0;0;1;0;0.248406527;0.755;0
1;12.7;2.125445547;0;1;0;1;0;0;0;0;0;0;0;1;0;0.312480608;0.625;0
1;15;1.146652063;0;1;0;1;0;0;0;0;1;0;0;0;0;0.173215415;0.6915;0
1;30;1.309343631;0;1;0;0;1;0;0;0;0;0;0;1;0;0.286329202;0.725;0
1;20.1;1.614295966;0;1;0;1;0;0;0;0;0;0;0;1;0;0.378870098;0.906545455;1
1;12.8;0.881114763;1;0;0;1;0;0;0;0;0;0;0;1;0;0.483601559;0.6;1
1;18;1.283326878;0;1;0;0;1;0;1;0;0;0;0;0;0;-0.485762252;0.636666667;0
1;24.45;1.714633817;0;1;0;1;0;0;0;0;0;0;1;0;0;0.380229337;0.6;0
1;23;1.450070114;0;1;0;0;1;0;1;0;0;0;0;0;0;0.273024434;0.8045;0
1;28.6;2.145181069;0;1;0;0;1;0;0;0;0;0;0;1;0;0.22739817;0.655853094;0
1;18.8;1.344182412;0;1;0;1;0;0;0;0;0;0;1;0;0;0.146159056;0.91;0
1;17;1.718421442;0;1;0;1;0;0;1;0;0;0;0;0;0;0.113976758;0.741166667;0
1;11.2;1.890725076;0;1;0;0;1;0;1;0;0;0;0;0;0;0.39795738;0.548;0
1;22.952;1.769469232;0;1;0;0;1;0;0;0;0;0;0;1;0;0.27186483;0.55051847;0
1;30;-0.481660828;0;1;0;1;0;0;0;0;0;0;0;1;0;0.091115681;0.427615385;1
1;12.2;0.667191451;0;1;0;1;0;0;1;0;0;0;0;0;0;4.34E-05;0.5438;1
1;16.6;1.301630062;1;0;0;0;0;0;1;0;0;0;0;0;0;-0.221776373;0.785333333;0
1;25;1.370373566;1;0;0;1;0;0;1;0;0;0;0;0;0;0.252270346;0.40152;1
1;16.7;1.653765269;1;0;0;1;0;0;0;0;0;0;0;1;0;-0.259558355;0.4586;1
1;31.2;1.957201595;1;0;0;1;0;0;1;0;0;0;0;0;0;-0.104522204;0.46;1
1;30;1.862110906;1;0;0;1;0;0;0;1;0;0;0;0;0;0.021230658;0.390160201;1
1;10;1.768555805;1;0;0;1;0;0;1;0;0;0;0;0;0;-0.103694293;0.44375;1
1;29.5;1.615483919;0;0;0;1;0;0;0;0;0;0;0;1;0;0.027390385;0.3125;1
1;24.5;1.84051538;0;0;0;1;0;0;0;0;0;0;0;1;0;0.130365937;0.396666667;1
1;10.9;1.282034506;0;1;0;0;1;0;1;0;0;0;0;0;0;-0.101658834;0.968;0
1;6.8;1.271758067;0;1;0;1;0;0;0;0;0;0;0;1;0;-0.101658834;0.67;0
1;8.8;1.319665281;0;1;0;1;0;0;1;0;0;0;0;0;0;-0.09685573;1;0
1;11.3;0.45629068;0;1;0;0;1;0;1;0;0;0;0;0;0;-0.101658834;0.7288125;0
1;13.3;1.64593563;0;1;0;0;1;0;1;0;0;0;0;0;0;-0.101658834;0.7288125;0
1;7.5;1.540389313;0;1;0;1;0;0;0;0;0;0;0;1;0;-0.101658834;0.63;0
1;12.4;1.334612044;0;1;0;1;0;0;0;0;0;0;0;1;0;-0.022230682;0.6475;0
1;10;0.967155873;0;1;0;1;0;0;1;0;0;0;0;0;0;-0.101658834;0.7288125;0
1;11;1.630728696;0;1;0;0;1;0;1;0;0;0;0;0;0;0.079217436;0.877;0
1;9.9;0.738737855;0;0;0;0;0;0;1;0;0;0;0;0;0;-1.396855627;0.64;0
1;31.6;1.658093385;0;1;0;1;0;0;0;0;0;0;0;1;0;0.361746718;0.9128;0
1;11.2;1.309436391;0;0;0;0;1;0;1;0;0;0;0;0;0;-0.227238353;0.85;1
1;14.7;1.563729305;0;0;0;0;1;0;0;0;0;0;0;1;0;-0.080869586;0.694244129;0
1;22.8;1.796480083;0;0;0;0;1;0;1;0;0;0;0;0;0;-0.045709238;0.964;0
1;18.8;1.440675303;0;1;0;0;1;0;0;0;0;0;1;0;0;0.194542091;0.76;0
1;14.4;1.425811093;0;1;0;0;1;0;1;0;0;0;0;0;0;-0.089856039;0.724835532;0
1;9;1.099503818;0;1;0;0;1;0;1;0;0;0;0;0;0;0.147342098;0.794;0
1;17.4;1.349648927;0;1;0;0;1;0;0;0;0;0;1;0;0;0.147342098;0.740765599;0
1;14.6;1.583938033;0;1;0;1;0;0;0;0;0;0;1;0;0;-0.138704606;0.68570477;0
1;27.93;1.248283103;0;1;0;0;1;0;1;0;0;0;0;0;0;0.276254948;0.72;0
1;15;1.363603364;0;1;0;0;1;0;1;0;0;0;0;0;0;0.060735603;0.718;0
1;18.8;1.328712577;0;1;1;0;0;0;0;0;0;0;1;0;0;0.021230658;0.605485539;0
1;17.4;1.266157744;0;1;0;0;1;0;0;0;0;0;1;0;0;0.147342098;0.740765599;0
1;10.4;1.098513757;0;1;0;1;0;0;1;0;0;0;0;0;0;0.190359716;0.91;0
1;14.35;1.074210611;0;1;1;0;0;0;0;0;0;0;1;0;0;0.147342098;0.740765599;0
1;21.2;1.397898089;0;1;0;0;1;0;1;0;0;0;0;0;0;0.204147125;0.65;0
1;20;1.129512247;0;1;1;0;0;0;0;0;0;0;1;0;0;0.147342098;0.740765599;0
1;20;1.08821448;0;1;0;1;0;0;0;0;0;0;1;0;0;0.147342098;0.740765599;0
1;12.5;1.289331369;0;1;0;1;0;0;1;0;0;0;0;0;0;0.18377267;0.825666667;0
1;17.1;1.145291403;0;1;0;0;1;0;0;0;0;0;0;1;0;-0.268733651;0.726;0
1;12;1.178826746;0;1;0;0;1;0;0;0;0;0;1;0;0;0.103837916;0.688721354;0
1;17;1.411924311;0;1;0;1;0;0;0;0;1;0;0;0;0;4.34E-05;0.653166667;0
1;13;1.326011083;0;1;0;1;0;0;1;0;0;0;0;0;0;0.123884293;0.67;0
1;16;0.891273082;0;1;0;0;1;0;0;0;0;0;1;0;0;0.176120211;0.740765599;0
1;21.25;0.821368002;0;1;0;0;1;0;0;0;0;0;1;0;0;-0.087193607;0.726;0
1;16.2;0.98944453;0;1;0;1;0;0;1;0;0;0;0;0;0;0.147342098;0.699;0
1;18.6;1.045959191;0;1;0;0;1;0;1;0;0;0;0;0;0;0.046924174;0.727714286;0
1;14.3;1.163726348;0;1;0;0;1;0;0;0;0;0;1;0;0;0.147342098;0.740765599;0
1;12;1.029266989;0;1;0;0;1;0;0;0;1;0;0;0;0;-0.208239196;0.8535;0
1;10.3;1.000600066;0;1;0;0;1;0;0;0;0;0;1;0;0;0.147342098;0.740765599;0
1;14.4;1.290307032;0;1;1;0;0;0;0;0;0;0;1;0;0;0.147342098;0.98;0
1;18.8;1.481114264;0;1;0;0;1;0;0;0;0;0;1;0;0;0.371086342;0.740765599;0
1;14.8;1.645983802;0;1;0;0;1;0;0;0;0;0;1;0;0;0.342442421;0.740765599;0
1;30;1.556863141;0;1;1;0;0;0;0;0;0;0;1;0;0;0.36363078;0.92;0
1;12.5;1.012153926;0;1;0;1;0;0;1;0;0;0;0;0;0;0.27186483;0.755;0
1;15;1.765786339;0;1;0;0;1;0;1;0;0;0;0;0;0;0.230474467;0.77;0
1;13.1;0.220400253;0;1;0;0;1;0;1;0;0;0;0;0;0;0.147342098;0.740765599;0
1;14.9;1.142142056;0;1;0;0;1;0;1;0;0;0;0;0;0;0.469836738;0.740765599;0
1;9.5;1.834477804;0;1;0;0;1;0;1;0;0;0;0;0;0;0.204147125;0.586199948;0
1;10.8;0.93524702;0;1;0;0;1;0;0;0;0;0;1;0;0;0.147342098;0.740765599;0
1;16.8;0.907726834;0;1;0;1;0;0;1;0;0;0;0;0;0;4.34E-05;0.81;0
1;17.9;1.219940008;0;1;0;0;1;0;1;0;0;0;0;0;0;0.277517533;0.687008362;0
1;26.2;1.327176867;0;1;1;0;0;0;0;0;0;0;1;0;0;0.147342098;0.740765599;0
1;10.6;0.961230113;0;1;0;0;1;0;0;0;1;0;0;0;0;0.147342098;0.740765599;0
1;20.3;0.738125895;0;1;0;1;0;0;1;0;0;0;0;0;0;0.22013425;0.755;0
1;20;0.753777432;0;1;0;0;1;0;1;0;0;0;0;0;0;-0.180390267;0.6;0
1;10;0.664790223;0;1;0;0;1;0;1;0;0;0;0;0;0;-0.119129267;0.6;0
1;29.68;0.670457571;0;1;0;0;1;0;0;1;0;0;0;0;0;0.079217436;0.87;0
1;10.4;0.68566823;0;1;0;0;1;0;1;0;0;0;0;0;0;-0.180390267;0.612433333;0
1;17;0.817469288;0;1;0;0;1;0;1;0;0;0;0;0;0;0.147342098;0.740765599;0
1;16.7;1.25688852;0;1;0;1;0;0;1;0;0;0;0;0;0;0.147342098;0.77;0
1;18.4;0.900219024;0;1;1;0;0;0;0;0;0;0;1;0;0;0.147342098;0.740765599;0
1;15.8622;0.875036404;0;1;0;0;1;0;0;0;0;0;0;1;0;-0.156082362;0.726;0
1;17.5;0.850055612;0;1;0;0;1;0;0;0;0;0;1;0;0;-0.040910886;1.02;0
1;25;1.237065043;0;1;0;0;1;0;0;0;0;0;1;0;0;0.447173542;0.75;0
1;16;1.310063229;0;1;0;0;1;0;1;0;0;0;0;0;0;0.147342098;0.740765599;0
1;12;0.826681444;0;1;0;1;0;0;1;0;0;0;0;0;0;0.204147125;0.7945;0
1;17.307;0.873003925;0;1;0;0;1;0;1;0;0;0;0;0;0;0.020816887;0.740765599;0
1;12;1.055295715;0;1;0;0;1;0;1;0;0;0;0;0;0;0.041432165;1.19;0
1;24;1.095803615;0;1;0;0;1;0;0;0;0;0;1;0;0;0.414990051;0.57370203;1
1;12.1;1.326453646;0;1;0;0;1;0;0;0;0;0;1;0;0;0.37476667;0.588772008;1
1;22;2.163323609;0;1;0;0;1;0;1;0;0;0;0;0;0;0.0352696;0.398571429;1
1;18.65;0.743894582;0;1;0;0;1;0;1;0;0;0;0;0;0;0.235553696;0.59206;1
1;20;1.633474005;0;1;0;1;0;0;1;0;0;0;0;0;0;-0.300943145;0.926666667;0
1;9.4;1.673241132;0;1;0;0;1;0;1;0;0;0;0;0;0;-0.300943145;0.523;0
1;11.6;1.416881531;0;1;0;0;1;0;1;0;0;0;0;0;0;-0.300943145;0.726554854;0
1;10.2;1.587451925;0;1;0;0;1;0;0;0;0;0;0;1;0;-0.300943145;0.726554854;0
1;20;1.965797054;0;1;1;0;0;0;0;0;0;0;1;0;0;-0.300943145;0.527548536;0
1;38.495;2.147006482;0;1;0;0;0;0;1;0;0;0;0;0;0;-0.563855029;0.323;0
1;17.4;1.777329729;0;1;0;1;0;0;1;0;0;0;0;0;0;-0.563855029;0.52;0
1;23.5;1.719705624;0;1;0;1;0;0;0;0;1;0;0;0;0;-0.563855029;0.4;0
1;28.5;1.368576851;0;1;0;1;0;0;0;0;1;0;0;0;0;-0.920456993;0.36;0
1;22;1.872432359;0;1;0;0;1;0;1;0;0;0;0;0;0;-0.999565923;0.512;0
1;30;2.001167401;0;1;0;1;0;0;0;0;1;0;0;0;0;-0.563855029;0.4725;0
1;33;2.104444098;0;1;0;1;0;0;0;0;0;0;0;1;0;-0.769295686;0.449;0
1;20;2.051941782;0;1;0;1;0;0;1;0;0;0;0;0;0;-0.61960784;0.4675;0
1;27.6;1.694685053;0;1;0;1;0;0;1;0;0;0;0;0;0;-0.795608668;0.42;0
1;15.5;1.825784269;0;1;0;1;0;0;0;0;0;0;1;0;0;-0.795608668;0.6;0
1;40;2.067380403;0;1;0;1;0;0;0;0;1;0;0;0;0;-0.563855029;0.52;0
1;29.8;1.613176176;0;1;0;1;0;0;0;0;0;0;0;1;0;-0.795608668;0.59;0
1;27.5;0.874239742;0;1;0;1;0;0;0;0;0;0;0;1;0;-0.584859648;0.46;0
1;17.5;1.248047538;0;1;0;1;0;0;0;0;1;0;0;0;0;-0.885722703;0.525;0
1;33.6;1.611093225;0;1;0;0;1;0;0;0;0;0;0;1;0;-1.075204004;0.394;0
1;35;1.778751317;0;1;0;1;0;0;0;0;0;0;0;1;0;-0.563855029;0.43;0
1;13.6;1.460347225;0;0;0;0;1;0;1;0;0;0;0;0;0;-0.300943145;0.85;1
1;30;1.645192959;1;0;0;1;0;0;0;0;0;0;0;1;0;-0.154839922;0.524571429;0
1;12.6;1.704584297;0;1;0;0;1;0;0;1;0;0;0;0;0;0.380229337;0.724046451;0
1;16;1.482722752;0;1;0;0;1;0;0;0;0;0;0;1;0;1.014944546;0.805938266;0
1;7.98;2.088770911;0;1;0;0;1;0;0;0;0;0;0;1;0;-0.346690987;0.43;0
1;23.8;1.147335932;0;1;0;0;1;0;0;0;0;0;0;1;0;0.27186483;0.771;0
1;18.7;2.361193198;0;1;0;1;0;0;0;0;1;0;0;0;0;0.649344596;0.643647059;0
1;18.9;1.797933718;0;1;0;0;1;0;1;0;0;0;0;0;0;-0.171705391;0.419312593;0
1;12.8;1.40593638;0;1;0;1;0;0;0;0;0;0;0;1;0;-0.060430831;0.52466;0
1;14.7;1.187318254;0;1;0;1;0;0;1;0;0;0;0;0;0;-0.171705391;0.491359042;0
1;12;1.698120004;0;1;0;1;0;0;1;0;0;0;0;0;0;-0.171705391;0.491359042;0
1;21.5;2.023771802;0;1;0;1;0;0;1;0;0;0;0;0;0;-0.171705391;0.425;0
1;17.4;1.859035033;0;1;0;1;0;0;0;0;0;0;0;1;0;-0.300943145;0.5136;0
1;22.2;1.507511817;0;1;0;1;0;0;0;0;0;0;0;1;0;-0.134244776;0.459067414;0
1;25;2.071079793;0;1;0;1;0;0;1;0;0;0;0;0;0;-0.522734005;0.533;0
1;20;2.060921449;0;1;0;0;1;0;0;0;1;0;0;0;0;0.113976758;0.629677557;1
1;24.1;2.079441097;0;1;0;0;1;0;0;0;1;0;0;0;0;0.367995398;0.623;1
1;16;1.724154201;0;1;0;0;1;0;0;0;1;0;0;0;0;0.148479258;0.614320362;1
1;24;1.548674532;0;1;0;1;0;0;1;0;0;0;0;0;0;-0.146240967;0.503399363;0
1;17;2.217309176;0;1;0;1;0;0;1;0;0;0;0;0;0;-0.070529984;0.54;0
1;24.3;1.393400435;0;1;0;0;1;0;0;0;0;0;0;1;0;-0.187019834;0.638;0
1;25;1.414835863;0;1;0;0;1;0;1;0;0;0;0;0;0;-0.256215948;0.535;0
1;19.6;1.585008205;0;1;0;0;0;0;0;0;0;0;0;1;0;0.346372537;0.53;0
1;18.4;1.574867771;0;1;0;0;0;0;0;0;1;0;0;0;0;-0.530030791;0.508842105;0
1;8.4;1.088909907;0;1;0;1;0;0;1;0;0;0;0;0;0;0.071329587;0.796166667;0
1;15;1.927947781;0;1;0;1;0;0;1;0;0;0;0;0;0;0.060735603;0.745;0
1;18.1;0.97419535;0;0;0;0;0;0;1;0;0;0;0;0;0;-0.366767272;0.681;0
1;9;1.338000595;0;1;0;1;0;0;0;0;0;0;0;1;0;0.752056134;0.610333333;0
1;30;1.807798939;1;0;0;1;0;0;1;0;0;0;0;0;0;0.104976214;0.875;1
1;17.4;1.482800846;1;0;0;1;0;0;1;0;0;0;0;0;0;-0.079129134;0.726;1
1;30;1.493469966;1;0;0;1;0;0;1;0;0;0;0;0;0;-0.008729611;0.898;1
1;31;1.751415901;1;0;0;0;1;0;0;0;1;0;0;0;0;0.144086195;0.846071429;1
1;13.2;1.510676631;1;0;0;1;0;0;0;0;1;0;0;0;0;0.184719815;0.891538462;1
1;35;1.383640598;1;0;0;1;0;0;0;1;0;0;0;0;0;0.161784223;0.877;1
1;25.4;1.716672971;1;0;0;0;1;0;0;0;0;0;0;1;0;0.249630398;0.922230769;1
1;25;1.234209927;1;0;0;1;0;0;1;0;0;0;0;0;0;0.120606831;0.85;1
1;25.7;1.752422378;1;0;0;1;0;0;0;0;0;0;1;0;0;0.147707234;0.879;1
1;13.8;1.634835237;0;1;0;1;0;0;1;0;0;0;0;0;0;-0.508498234;0.475;0
1;25.5;1.506065103;0;1;0;0;1;0;0;0;0;0;0;1;0;-0.339039708;0.665;0
1;25;1.504581113;0;1;0;0;1;0;1;0;0;0;0;0;0;0.146159056;0.7625;0
1;26;1.94051037;0;1;0;1;0;0;0;0;1;0;0;0;0;-0.053007659;0.674769231;0
1;26.4;0.759304212;1;0;0;1;0;0;1;0;0;0;0;0;0;0.113976758;0.835;1
1;13.4;1.900484913;1;0;0;0;0;0;0;0;1;0;0;0;0;0.36737456;0.27625;0
1;18.45;1.350886099;0;1;1;0;0;0;1;0;0;0;0;0;0;0.181014208;0.66;0
1;15;2.000600066;0;1;0;0;1;0;0;0;0;0;1;0;0;-2.508638306;0.595;0
1;20.35;1.897795775;1;0;0;0;1;0;0;0;0;0;0;1;0;0.549934646;0.53;0
1;6;2.132917527;1;0;0;1;0;0;1;0;0;0;0;0;0;0.595231596;0.669;0
1;22;2.139367002;0;1;0;1;0;0;0;0;0;0;0;1;0;0.041432165;0.878428571;0
1;17.5;1.265849624;0;1;0;1;0;0;0;0;0;0;0;1;0;0.079217436;0.851;0
1;22.9;1.827129374;0;1;0;0;1;0;1;0;0;0;0;0;0;0.161397953;0.634342873;0
1;23.3;-0.285366183;0;1;0;0;1;0;0;0;0;0;0;1;0;0.278776458;0.859;1
1;25;2.061297906;0;1;0;1;0;0;1;0;0;0;0;0;0;-0.187911472;0.7976;0
1;17.4;1.314219189;0;1;0;0;1;0;0;0;0;0;1;0;0;0.30105171;0.72;0
1;30;2.292027544;0;1;0;1;0;0;0;0;1;0;0;0;0;-0.455807889;0.591346471;0
1;28.6;1.425659207;0;1;0;0;1;0;0;0;1;0;0;0;0;0.469836738;0.789103448;1
1;14.82;1.85727921;0;1;0;1;0;0;0;0;0;0;0;1;0;0.278776458;0.839;1
1;25;0.615249185;1;0;0;0;1;0;1;0;0;0;0;0;0;0.602070849;0.652813923;1
1;12;1.495790577;0;1;0;0;1;0;1;0;0;0;0;0;0;-0.105075023;0.51;0
1;10.4;1.168091153;0;1;0;0;1;0;1;0;0;0;0;0;0;-0.40791413;0.6515;0
1;23.0035;0.750154516;0;1;0;1;0;0;1;0;0;0;0;0;0;-0.557363474;0.54;0
1;14.8;1.321397774;0;1;0;1;0;0;1;0;0;0;0;0;0;-0.443576879;0.65;0
1;19.472;1.02554331;0;1;0;1;0;0;1;0;0;0;0;0;0;-0.626444393;0.463;0
1;22.496;0.724393654;0;1;0;1;0;0;1;0;0;0;0;0;0;-0.462055041;0.5401;0
1;23.958;1.300817451;0;1;0;0;1;0;1;0;0;0;0;0;0;-0.359750514;0.523;0
1;15.3;0.619725318;0;1;0;0;1;0;1;0;0;0;0;0;0;-0.566870482;0.559555;0
1;18.8;0.867639831;0;1;0;0;1;0;1;0;0;0;0;0;0;-0.522734005;0.559555;0
1;23.7;1.433354975;0;1;0;0;0;0;1;0;0;0;0;0;0;-0.346690987;0.563;0
1;32.2;1.328035952;0;1;0;1;0;0;0;0;1;0;0;0;0;0.568213462;0.601785714;1
1;24.6;1.736525189;0;1;0;1;0;0;0;0;1;0;0;0;0;0.139910556;0.615940843;1
1;24.8;1.363719858;0;1;0;1;0;0;0;0;1;0;0;0;0;0.161397953;0.538333333;1
1;27.4;1.761389995;0;1;0;1;0;0;0;0;0;0;0;1;0;0.452070246;0.558634295;1
1;29;1.742623983;0;1;0;0;1;0;0;0;0;0;0;1;0;0.207661291;0.536;1
1;8.7;1.858901311;0;1;0;0;1;0;0;0;0;0;1;0;0;0.22816929;0.576;1
1;23;1.658611463;0;1;0;1;0;0;0;0;1;0;0;0;0;0.22760715;0.514;1
1;10;1.280319931;0;1;0;0;1;0;0;0;0;0;1;0;0;-0.070529984;0.589576503;1
1;20;1.377315059;0;1;0;1;0;0;0;0;1;0;0;0;0;0.010766234;0.6665;1
1;13.6;0.725197159;0;1;0;1;0;0;0;0;0;0;1;0;0;0.22760715;0.589576503;1
1;22.376;1.545476771;0;1;0;1;0;0;0;0;1;0;0;0;0;4.34E-05;0.54875;1
1;25;0.940089954;0;1;0;1;0;0;0;0;0;0;1;0;0;4.34E-05;0.589576503;1
1;24.3;1.521045989;0;1;0;1;0;0;1;0;0;0;0;0;0;0.22760715;0.451479052;1
1;20;1.69433799;0;1;0;1;0;0;0;0;0;0;0;1;0;0.225851811;0.576;1
1;20;1.645572794;0;1;0;1;0;0;1;0;0;0;0;0;0;0.226883328;0.602888908;1
1;25.5;1.538186534;0;1;0;1;0;0;0;0;1;0;0;0;0;0.230474467;0.6165;1
1;25;1.388837864;0;1;0;1;0;0;0;0;1;0;0;0;0;0.147088625;0.639833333;1
1;17.4;1.820603943;0;1;0;0;1;0;0;0;0;0;1;0;0;0.22760715;0.799;1
1;18.8;1.702258333;0;1;0;0;1;0;0;0;0;0;0;1;0;-0.216739767;0.69335457;0
1;15.9;1.535654128;0;1;0;0;1;0;0;0;0;0;1;0;0;-0.300943145;0.88;0
1;9;1.393400435;0;1;0;0;1;0;1;0;0;0;0;0;0;-0.244811414;0.762141828;0
1;13.1;-0.356722092;1;0;0;1;0;0;1;0;0;0;0;0;0;0.103837916;0.65;1
1;15;-0.042328134;1;0;0;0;0;0;1;0;0;0;0;0;0;0.064495427;0.483333333;1
1;15;1.009033234;1;0;0;1;0;0;1;0;0;0;0;0;0;0.176120211;0.51976385;1
1;26;0.860056256;1;0;0;1;0;0;1;0;0;0;0;0;0;4.34E-05;0.510666667;1
1;21.35;1.474866551;1;0;0;1;0;0;1;0;0;0;0;0;0;0.021230658;0.431413875;1
1;26;1.009033234;0;1;0;1;0;0;1;0;0;0;0;0;0;-0.504316932;0.265;1
1;27.5;1.348294468;0;1;0;1;0;0;0;0;1;0;0;0;0;-0.218172847;0.403125;1
1;13.6;1.301097512;1;0;0;1;0;0;0;0;0;0;0;1;0;0.62170584;0.602333333;0
1;12;1.504742636;0;1;0;1;0;0;0;0;1;0;0;0;0;-0.224195443;0.5055;0
1;10.2;1.340548128;0;1;0;1;0;0;1;0;0;0;0;0;0;-0.22541005;0.45;0
1;19.5;1.487972212;0;1;0;1;0;0;0;0;0;0;0;1;0;-0.224195443;0.585201065;0
1;18.7;1.672019029;1;0;0;1;0;0;1;0;0;0;0;0;0;0.287824116;0.705;0
1;23.4;1.497149873;1;0;0;0;1;0;0;0;0;0;0;1;0;0.477135731;0.549;0
1;25;1.637267876;1;0;0;1;0;0;1;0;0;0;0;0;0;0.124536828;0.6851;1
1;20.2;1.242419897;1;0;0;1;0;0;0;0;0;0;0;1;0;0.050225038;0.553;0
1;8;2.070746629;0;1;0;1;0;0;1;0;0;0;0;0;0;-1.300162274;0.82;0
1;28.6;1.192713628;0;1;0;1;0;0;1;0;0;0;0;0;0;0.69897869;0.928;0
1;35.2;1.740187921;0;1;0;0;1;0;1;0;0;0;0;0;0;0.592742859;0.779333333;0
1;50;1.705647597;0;1;0;0;1;0;0;0;0;0;0;1;0;0.791346726;0.848071429;0
1;10.75;1.44378633;1;0;0;1;0;0;0;0;0;0;0;1;0;-0.300943145;0.70275;1
1;12.8;0.895089881;1;0;0;1;0;0;1;0;0;0;0;0;0;-0.300943145;0.66;1
1;22.4;1.180530614;0;1;0;0;1;0;1;0;0;0;0;0;0;0.475270531;0.660355532;0
1;10.2;1.365524875;0;1;0;1;0;0;0;0;0;0;0;1;0;0.456381218;0.51;0
1;26;1.224712254;0;1;0;0;1;0;0;0;0;0;0;1;0;0.202243038;0.808912762;0
1;17.1;1.464464087;0;1;0;0;1;0;0;0;0;0;0;1;0;0.475270531;0.81;0
1;15.8;1.492386982;0;1;0;0;1;0;0;0;1;0;0;0;0;0.261048643;0.569590193;0
1;17;1.819369167;0;1;0;0;1;0;0;0;0;0;1;0;0;0.261048643;0.7075;0
1;22.1;0.982285897;0;1;0;0;0;0;0;0;0;0;1;0;0;-0.291069464;0.81;0
1;15;1.082680512;0;1;0;0;0;0;0;0;0;0;0;1;0;-0.443576879;0.5494;1
1;30;1.263066667;1;0;0;1;0;0;0;0;0;0;0;1;0;-0.024982002;0.578666667;1
